patient,cell,t_r_column,observation_set,split,name,resid7_frac,norm_T_r,n_rows
p15,young_strong,scaled_dt,e,day,d80,0.13298683946765497,0.00024269165766979293,525622
p15,young_strong,scaled_dt,e,day,d120,0.14284433570587887,0.00019828688504391543,525622
p15,young_strong,scaled_dt,f,region,core,3.0002149712338845e-12,110.02055625909941,3672
p15,young_strong,scaled_dt,f,region,rim,2.302315194425475e-12,219.68949608154216,8998
p15,young_strong,scaled_dt,f,region,out_of_field,0.08444659043537535,0.0006693931026588246,2154970
p15,young_strong,scaled_dt,f,day,pre,2.374509161846469e-12,298.3353992637627,525622
p15,young_strong,scaled_dt,f,day,d34,0.0697099242854427,0.0013897469813700348,525622
p15,young_strong,scaled_dt,f,day,d55,0.1546807060712388,0.00021060834620923463,525622
p15,young_strong,scaled_dt,f,day,d80,0.14321987915764756,0.00024269165766979293,525622
p15,young_strong,scaled_dt,f,day,d120,0.15755502445948943,0.00019828688504391543,525622
p15,young_strong,fixed_dt,a,region,core,0.0006191196258827054,110.04961643696393,3672
p15,young_strong,fixed_dt,a,region,rim,0.000806699796914301,219.90549917647735,8998
p15,young_strong,fixed_dt,a,region,out_of_field,0.0003739752906773924,0.00045657484693887294,430994
p15,young_strong,fixed_dt,a,day,pre,0.0006947814171542802,298.6674427628934,525622
p15,young_strong,fixed_dt,b,region,core,0.0006191196258109659,110.04961643696393,3672
p15,young_strong,fixed_dt,b,region,rim,0.0008066997969133843,219.90549917647735,8998
p15,young_strong,fixed_dt,b,region,out_of_field,0.050563521809009374,0.0004924483553083383,861988
p15,young_strong,fixed_dt,b,day,pre,0.0006947814171542801,298.6674427628934,525622
p15,young_strong,fixed_dt,b,day,d120,0.14271810792192183,0.000198548081525615,525622
p15,young_strong,fixed_dt,c,region,core,0.0006191196258872114,110.04961643696393,3672
p15,young_strong,fixed_dt,c,region,rim,0.000806699796926562,219.90549917647735,8998
p15,young_strong,fixed_dt,c,region,out_of_field,0.07398800126149864,0.0005344179500795684,1292982
p15,young_strong,fixed_dt,c,day,pre,0.0006947814171542813,298.6674427628934,525622
p15,young_strong,fixed_dt,c,day,d55,0.1472474857864382,0.00021113155738278276,525622
p15,young_strong,fixed_dt,c,day,d120,0.1544773245059961,0.000198548081525615,525622
p15,young_strong,fixed_dt,d,region,core,0.0006191196263276593,110.04961643696393,3672
p15,young_strong,fixed_dt,d,region,rim,0.0008066997962206796,219.90549917647735,8998
p15,young_strong,fixed_dt,d,region,out_of_field,0.07586228645542506,0.0006287478801590329,1723976
p15,young_strong,fixed_dt,d,day,pre,0.0006947814171542816,298.6674427628934,525622
p15,young_strong,fixed_dt,d,day,d34,0.07019771174680754,0.001390472525279941,525622
p15,young_strong,fixed_dt,d,day,d55,0.14924459902025095,0.00021113155738278276,525622
p15,young_strong,fixed_dt,d,day,d120,0.15957408363462983,0.000198548081525615,525622
p15,young_strong,fixed_dt,e,region,core,0.0006191196257092203,110.04961643696393,3672
p15,young_strong,fixed_dt,e,region,rim,0.0008066997969115717,219.90549917647735,8998
p15,young_strong,fixed_dt,e,region,out_of_field,0.07170600967697982,0.0005446255876591296,1292982
p15,young_strong,fixed_dt,e,day,pre,0.0006947814171542806,298.6674427628934,525622
p15,young_strong,fixed_dt,e,day,d80,0.13342108457239693,0.0002428526208054712,525622
p15,young_strong,fixed_dt,e,day,d120,0.14272839242246627,0.000198548081525615,525622
p15,young_strong,fixed_dt,f,region,core,0.0006191196262639993,110.04961643696393,3672
p15,young_strong,fixed_dt,f,region,rim,0.0008066997962120682,219.90549917647735,8998
p15,young_strong,fixed_dt,f,region,out_of_field,0.08427852595311384,0.0006703995412376428,2154970
p15,young_strong,fixed_dt,f,day,pre,0.0006947814171542811,298.6674427628934,525622
p15,young_strong,fixed_dt,f,day,d34,0.07015698786437444,0.001390472525279941,525622
p15,young_strong,fixed_dt,f,day,d55,0.1525376623346883,0.00021113155738278276,525622
p15,young_strong,fixed_dt,f,day,d80,0.1437970594423788,0.0002428526208054712,525622
p15,young_strong,fixed_dt,f,day,d120,0.15736283205413132,0.000198548081525615,525622
p16,old_weak,scaled_dt,a,region,core,1.8476142265351558e-15,193.2008726993056,2446
p16,old_weak,scaled_dt,a,region,rim,1.7908319327329968e-15,322.06791340517486,2452
p16,old_weak,scaled_dt,a,region,out_of_field,1.1812137413481917e-15,1.5601279031718122e-06,421978
p16,old_weak,scaled_dt,a,day,pre,1.5880012399435899e-15,471.96196893255393,504554
p16,old_weak,scaled_dt,b,region,core,0.0999966006279145,193.2008726993056,2446
p16,old_weak,scaled_dt,b,region,rim,0.08910833732043065,487.54388885186404,10516
p16,old_weak,scaled_dt,b,region,out_of_field,0.11389498446634504,0.0007577727889287461,843956
p16,old_weak,scaled_dt,b,day,pre,0.10945970133658055,471.96196893255393,504554
p16,old_weak,scaled_dt,b,day,d120,0.08929517473577574,514.0993218973989,504554
p16,old_weak,scaled_dt,c,region,core,0.10024785430814404,193.2008726993056,2446
p16,old_weak,scaled_dt,c,region,rim,0.08919520107155306,487.54388885186404,10516
p16,old_weak,scaled_dt,c,region,out_of_field,0.10643151398585667,0.0007582942109763283,1265934
p16,old_weak,scaled_dt,c,day,pre,0.10868381109372711,471.96196893255393,504554
p16,old_weak,scaled_dt,c,day,d55,0.7194559954800845,12.546474450373974,504554
p16,old_weak,scaled_dt,c,day,d120,0.09021529754230855,514.0993218973989,504554
p16,old_weak,scaled_dt,d,region,core,0.10165756245395852,193.2008726993056,2446
p16,old_weak,scaled_dt,d,region,rim,0.09867998094351577,528.0710536231875,10910
p16,old_weak,scaled_dt,d,region,out_of_field,0.03155858672408764,0.0007584480225026399,1687912
p16,old_weak,scaled_dt,d,day,pre,0.10411126625608368,471.96196893255393,504554
p16,old_weak,scaled_dt,d,day,d34,0.07582754543329623,366.2230645443825,504554
p16,old_weak,scaled_dt,d,day,d55,0.15102973600948535,12.546474450373974,504554
p16,old_weak,scaled_dt,d,day,d120,0.1111543970050962,514.0993218973989,504554
p16,old_weak,scaled_dt,e,region,core,0.107762345502483,193.2008726993056,2446
p16,old_weak,scaled_dt,e,region,rim,0.09897699050685424,540.899233504547,12600
p16,old_weak,scaled_dt,e,region,out_of_field,0.03280695671532014,0.0007661847725212424,1265934
p16,old_weak,scaled_dt,e,day,pre,0.10692286819648592,471.96196893255393,504554
p16,old_weak,scaled_dt,e,day,d80,0.08418887580073842,354.091966084807,504554
p16,old_weak,scaled_dt,e,day,d120,0.1088717497600585,514.0993218973989,504554
p16,old_weak,scaled_dt,f,region,core,0.10841225376038485,193.2008726993056,2446
p16,old_weak,scaled_dt,f,region,rim,0.09591777016409407,577.6953997771759,12994
p16,old_weak,scaled_dt,f,region,out_of_field,0.03099134282391526,0.0007668525991614964,2109890
p16,old_weak,scaled_dt,f,day,pre,0.10881718263285821,471.96196893255393,504554
p16,old_weak,scaled_dt,f,day,d34,0.0712686412053704,366.2230645443825,504554
p16,old_weak,scaled_dt,f,day,d55,0.1354060023421279,12.546474450373974,504554
p16,old_weak,scaled_dt,f,day,d80,0.07945833674037912,354.091966084807,504554
p16,old_weak,scaled_dt,f,day,d120,0.10973099543811013,514.0993218973989,504554
p16,old_weak,fixed_dt,a,region,core,0.0010924268613892337,193.18424053206127,2446
p16,old_weak,fixed_dt,a,region,rim,0.0011288401151744274,322.3981794028916,2452
p16,old_weak,fixed_dt,a,region,out_of_field,0.0016692995504446122,1.5704740755283583e-06,421978
p16,old_weak,fixed_dt,a,day,pre,0.0010222802835052605,472.62093436157124,504554
p16,old_weak,fixed_dt,b,region,core,0.10025443274030804,193.18424053206127,2446
p16,old_weak,fixed_dt,b,region,rim,0.08935982588114862,488.1887255239602,10516
p16,old_weak,fixed_dt,b,region,out_of_field,0.11512970722118321,0.0007620738417176283,843956
p16,old_weak,fixed_dt,b,day,pre,0.11029935275774605,472.62093436157124,504554
p16,old_weak,fixed_dt,b,day,d120,0.08954536745544059,514.8219761138696,504554
p16,old_weak,fixed_dt,c,region,core,0.10050896213294286,193.18424053206127,2446
p16,old_weak,fixed_dt,c,region,rim,0.08948420859086818,488.1887255239602,10516
p16,old_weak,fixed_dt,c,region,out_of_field,0.10777626395313915,0.0007626040178004195,1265934
p16,old_weak,fixed_dt,c,day,pre,0.1095317624183934,472.62093436157124,504554
p16,old_weak,fixed_dt,c,day,d55,0.6985947710819425,12.826397145087004,504554
p16,old_weak,fixed_dt,c,day,d120,0.0904583436154103,514.8219761138696,504554
p16,old_weak,fixed_dt,d,region,core,0.10198052568643216,193.18424053206127,2446
p16,old_weak,fixed_dt,d,region,rim,0.09913502152071073,529.152450589114,10910
p16,old_weak,fixed_dt,d,region,out_of_field,0.031412118815481616,0.0007627582800661741,1687912
p16,old_weak,fixed_dt,d,day,pre,0.10499701321158532,472.62093436157124,504554
p16,old_weak,fixed_dt,d,day,d34,0.07383102954094292,365.4455616889084,504554
p16,old_weak,fixed_dt,d,day,d55,0.1258028428726172,12.826397145087004,504554
p16,old_weak,fixed_dt,d,day,d120,0.11231602614155263,514.8219761138696,504554
p16,old_weak,fixed_dt,e,region,core,0.10809627897192518,193.18424053206127,2446
p16,old_weak,fixed_dt,e,region,rim,0.0997641047249639,541.8001160470366,12600
p16,old_weak,fixed_dt,e,region,out_of_field,0.03301471997592791,0.0007704980403257182,1265934
p16,old_weak,fixed_dt,e,day,pre,0.10769655061568906,472.62093436157124,504554
p16,old_weak,fixed_dt,e,day,d80,0.08392420503614485,353.4791825421946,504554
p16,old_weak,fixed_dt,e,day,d120,0.10998185026454656,514.8219761138696,504554
p16,old_weak,fixed_dt,f,region,core,0.10866908675003494,193.18424053206127,2446
p16,old_weak,fixed_dt,f,region,rim,0.09621424633209265,578.9831171842046,12994
p16,old_weak,fixed_dt,f,region,out_of_field,0.030947544068449795,0.0007711750020099296,2109890
p16,old_weak,fixed_dt,f,day,pre,0.1098145022728896,472.62093436157124,504554
p16,old_weak,fixed_dt,f,day,d34,0.06891119166405633,365.4455616889084,504554
p16,old_weak,fixed_dt,f,day,d55,0.11198550704372028,12.826397145087004,504554
p16,old_weak,fixed_dt,f,day,d80,0.07879627491922807,353.4791825421946,504554
p16,old_weak,fixed_dt,f,day,d120,0.11084058228375286,514.8219761138696,504554
p17,old_weak,scaled_dt,a,region,core,1.6210850818409333e-15,3129.5859619232833,914248
p17,old_weak,scaled_dt,a,region,rim,1.7109107931648751e-15,5441.219265571415,438794
p17,old_weak,scaled_dt,a,region,out_of_field,2.0106217183953307e-15,1390.8444132450234,1828362
p17,old_weak,scaled_dt,a,day,pre,1.6830190787263175e-15,7872.622761612465,3429538
p17,old_weak,scaled_dt,b,region,core,0.14050933093141166,3129.5859619232833,914248
p17,old_weak,scaled_dt,b,region,rim,0.129433612238587,7766.761959797249,1141756
p17,old_weak,scaled_dt,b,region,out_of_field,0.11530378699678064,7547.671731928371,3656724
p17,old_weak,scaled_dt,b,day,pre,0.1574720944388747,7872.622761612465,3429538
p17,old_weak,scaled_dt,b,day,d120,0.10392099054426639,8559.50167527423,3429538
p17,old_weak,scaled_dt,c,region,core,0.1409782910386243,3129.5859619232833,914248
p17,old_weak,scaled_dt,c,region,rim,0.12907008312443016,7839.719642240191,1145624
p17,old_weak,scaled_dt,c,region,out_of_field,0.1176866341405814,8422.035606103798,5485086
p17,old_weak,scaled_dt,c,day,pre,0.15609707641172568,7872.622761612465,3429538
p17,old_weak,scaled_dt,c,day,d55,0.11944023598522589,3736.813942300446,3429538
p17,old_weak,scaled_dt,c,day,d120,0.1065604580727305,8559.50167527423,3429538
p17,old_weak,scaled_dt,d,region,core,0.1426162357497267,3129.5859619232833,914248
p17,old_weak,scaled_dt,d,region,rim,0.12814963819618105,7893.191517008284,1148420
p17,old_weak,scaled_dt,d,region,out_of_field,0.1241720681439006,9111.672820610385,7313448
p17,old_weak,scaled_dt,d,day,pre,0.15287404186890013,7872.622761612465,3429538
p17,old_weak,scaled_dt,d,day,d34,0.1420663412630354,3500.027225491266,3429538
p17,old_weak,scaled_dt,d,day,d55,0.11341788067574733,3736.813942300446,3429538
p17,old_weak,scaled_dt,d,day,d120,0.11265182193830162,8559.50167527423,3429538
p17,old_weak,scaled_dt,e,region,core,0.14494844904858284,3129.5859619232833,914248
p17,old_weak,scaled_dt,e,region,rim,0.12173754497286114,8760.880532203442,1291400
p17,old_weak,scaled_dt,e,region,out_of_field,0.09239486575808503,10569.843877886844,5485086
p17,old_weak,scaled_dt,e,day,pre,0.16398909400947953,7872.622761612465,3429538
p17,old_weak,scaled_dt,e,day,d80,0.07221749964035797,7446.53644452266,3429538
p17,old_weak,scaled_dt,e,day,d120,0.10037100931372042,8559.50167527423,3429538
p17,old_weak,scaled_dt,f,region,core,0.14611514862974737,3129.5859619232833,914248
p17,old_weak,scaled_dt,f,region,rim,0.12000971306946362,8873.156635806628,1298064
p17,old_weak,scaled_dt,f,region,out_of_field,0.10354473607751227,11737.837646679274,9141810
p17,old_weak,scaled_dt,f,day,pre,0.15819780350727614,7872.622761612465,3429538
p17,old_weak,scaled_dt,f,day,d34,0.14285887176450612,3500.027225491266,3429538
p17,old_weak,scaled_dt,f,day,d55,0.10559249292567374,3736.813942300446,3429538
p17,old_weak,scaled_dt,f,day,d80,0.0712923258319875,7446.53644452266,3429538
p17,old_weak,scaled_dt,f,day,d120,0.11129946334920754,8559.50167527423,3429538
p17,old_weak,fixed_dt,a,region,core,9.920653231078535e-05,3132.204595235807,914248
p17,old_weak,fixed_dt,a,region,rim,0.00018814351222944985,5446.704084488398,438794
p17,old_weak,fixed_dt,a,region,out_of_field,0.0002267662775756149,1393.5235539660864,1828362
p17,old_weak,fixed_dt,a,day,pre,0.00017017699695990728,7881.047617162143,3429538
p17,old_weak,fixed_dt,b,region,core,0.1408107877115053,3132.204595235807,914248
p17,old_weak,fixed_dt,b,region,rim,0.12958724779611888,7779.862499099671,1141756
p17,old_weak,fixed_dt,b,region,out_of_field,0.11549789467233859,7556.2561958843435,3656724
p17,old_weak,fixed_dt,b,day,pre,0.1578224457687925,7881.047617162143,3429538
p17,old_weak,fixed_dt,b,day,d120,0.10420191435788197,8567.647777009914,3429538
p17,old_weak,fixed_dt,c,region,core,0.14119493327849855,3132.204595235807,914248
p17,old_weak,fixed_dt,c,region,rim,0.1291471927302592,7853.028786131358,1145624
p17,old_weak,fixed_dt,c,region,out_of_field,0.11859751639473114,8438.11319062074,5485086
p17,old_weak,fixed_dt,c,day,pre,0.15623248729254222,7881.047617162143,3429538
p17,old_weak,fixed_dt,c,day,d55,0.12188591775872383,3755.6885898464025,3429538
p17,old_weak,fixed_dt,c,day,d120,0.10715692993878406,8567.647777009914,3429538
p17,old_weak,fixed_dt,d,region,core,0.1428554867867495,3132.204595235807,914248
p17,old_weak,fixed_dt,d,region,rim,0.1282553928314305,7906.460273544922,1148420
p17,old_weak,fixed_dt,d,region,out_of_field,0.12475100128426708,9127.318410505419,7313448
p17,old_weak,fixed_dt,d,day,pre,0.15311631385275798,7881.047617162143,3429538
p17,old_weak,fixed_dt,d,day,d34,0.1418159652436906,3501.581960294322,3429538
p17,old_weak,fixed_dt,d,day,d55,0.11574477473767668,3755.6885898464025,3429538
p17,old_weak,fixed_dt,d,day,d120,0.11312840172193078,8567.647777009914,3429538
p17,old_weak,fixed_dt,e,region,core,0.14533254711844606,3132.204595235807,914248
p17,old_weak,fixed_dt,e,region,rim,0.12190704812700433,8774.29339378703,1291400
p17,old_weak,fixed_dt,e,region,out_of_field,0.09227037095338968,10573.87425011527,5485086
p17,old_weak,fixed_dt,e,day,pre,0.16458883333659086,7881.047617162143,3429538
p17,old_weak,fixed_dt,e,day,d80,0.07211586732286916,7443.047898818066,3429538
p17,old_weak,fixed_dt,e,day,d120,0.10029441038352103,8567.647777009914,3429538
p17,old_weak,fixed_dt,f,region,core,0.14640912522465915,3132.204595235807,914248
p17,old_weak,fixed_dt,f,region,rim,0.12010012521495622,8886.736077576588,1298064
p17,old_weak,fixed_dt,f,region,out_of_field,0.10395388369520514,11748.095604231408,9141810
p17,old_weak,fixed_dt,f,day,pre,0.15863546306440993,7881.047617162143,3429538
p17,old_weak,fixed_dt,f,day,d34,0.14273287922452566,3501.581960294322,3429538
p17,old_weak,fixed_dt,f,day,d55,0.10872692096461863,3755.6885898464025,3429538
p17,old_weak,fixed_dt,f,day,d80,0.07146492910107605,7443.047898818066,3429538
p17,old_weak,fixed_dt,f,day,d120,0.11141949913039287,8567.647777009914,3429538
p18,old_weak,scaled_dt,a,region,core,1.1124805036378983e-15,1456.0349982924884,60770
p18,old_weak,scaled_dt,a,region,rim,1.947512650980699e-15,2783.4088220924896,34740
p18,old_weak,scaled_dt,a,region,out_of_field,8.396250112685368e-15,0.0008510679060073332,1242504
p18,old_weak,scaled_dt,a,day,pre,1.6361203268525588e-15,3682.3981238191395,1571964
p18,old_weak,scaled_dt,b,region,core,0.17623833398448407,2481.929773835605,204476
p18,old_weak,scaled_dt,b,region,rim,0.2279864420632802,4931.441092895187,147722
p18,old_weak,scaled_dt,b,region,out_of_field,0.20422831591551768,3456.336618208255,2485008
p18,old_weak,scaled_dt,b,day,pre,0.2735507605528623,3682.3981238191395,1571964
p18,old_weak,scaled_dt,b,day,d120,0.19938055587978332,5541.733673868134,1571964
p18,old_weak,scaled_dt,c,region,core,0.17605352307556277,2481.929773835605,204476
p18,old_weak,scaled_dt,c,region,rim,0.22788315362147124,4931.904693199737,147788
p18,old_weak,scaled_dt,c,region,out_of_field,0.20430406902558526,3456.3366194568084,3727512
p18,old_weak,scaled_dt,c,day,pre,0.2743583375738825,3682.3981238191395,1571964
p18,old_weak,scaled_dt,c,day,d55,0.1832776204463195,1004.443636187887,1571964
p18,old_weak,scaled_dt,c,day,d120,0.1989432588657911,5541.733673868134,1571964
p18,old_weak,scaled_dt,d,region,core,0.17593248251258364,2481.929773835605,204476
p18,old_weak,scaled_dt,d,region,rim,0.22473810364511917,5140.608851672677,189390
p18,old_weak,scaled_dt,d,region,out_of_field,0.20416889550096606,3456.336619510046,4970016
p18,old_weak,scaled_dt,d,day,pre,0.27590085927660724,3682.3981238191395,1571964
p18,old_weak,scaled_dt,d,day,d34,0.1902686408061157,2221.551604015545,1571964
p18,old_weak,scaled_dt,d,day,d55,0.20138938448120153,1004.443636187887,1571964
p18,old_weak,scaled_dt,d,day,d120,0.1983041160588843,5541.733673868134,1571964
p18,old_weak,scaled_dt,e,region,core,0.17770597962061946,2933.925802632428,220892
p18,old_weak,scaled_dt,e,region,rim,0.21956555656006327,5776.157109182649,254686
p18,old_weak,scaled_dt,e,region,out_of_field,0.21412163580504984,3457.9446795490526,3727512
p18,old_weak,scaled_dt,e,day,pre,0.276673755343889,3682.3981238191395,1571964
p18,old_weak,scaled_dt,e,day,d80,0.19194096995727872,4043.705827508653,1571964
p18,old_weak,scaled_dt,e,day,d120,0.20075184799525775,5541.733673868134,1571964
p18,old_weak,scaled_dt,f,region,core,0.17728538208687586,2933.925802632428,220892
p18,old_weak,scaled_dt,f,region,rim,0.21809715698456433,5955.731614433398,296354
p18,old_weak,scaled_dt,f,region,out_of_field,0.21528460157187532,3457.9446808502385,6212520
p18,old_weak,scaled_dt,f,day,pre,0.2782209264742674,3682.3981238191395,1571964
p18,old_weak,scaled_dt,f,day,d34,0.19522633990464247,2221.551604015545,1571964
p18,old_weak,scaled_dt,f,day,d55,0.18656922097964634,1004.443636187887,1571964
p18,old_weak,scaled_dt,f,day,d80,0.19110561251077132,4043.705827508653,1571964
p18,old_weak,scaled_dt,f,day,d120,0.20053829835016002,5541.733673868134,1571964
p18,old_weak,fixed_dt,a,region,core,0.0007223936073887805,1461.3733104170014,60770
p18,old_weak,fixed_dt,a,region,rim,0.0015978940074402044,2789.8292051098065,34740
p18,old_weak,fixed_dt,a,region,out_of_field,0.003881134923453472,0.0008547535802127443,1242504
p18,old_weak,fixed_dt,a,day,pre,0.0013326254525938338,3692.132138859017,1571964
p18,old_weak,fixed_dt,b,region,core,0.17430919902939518,2498.147732094673,204476
p18,old_weak,fixed_dt,b,region,rim,0.2279966815781255,4944.182626662628,147722
p18,old_weak,fixed_dt,b,region,out_of_field,0.20473886154755022,3470.149921887919,2485008
p18,old_weak,fixed_dt,b,day,pre,0.2726957602096394,3692.132138859017,1571964
p18,old_weak,fixed_dt,b,day,d120,0.1995278684729176,5561.898545121981,1571964
p18,old_weak,fixed_dt,c,region,core,0.17405030413472122,2498.147732094673,204476
p18,old_weak,fixed_dt,c,region,rim,0.227902025774428,4944.6768171087815,147788
p18,old_weak,fixed_dt,c,region,out_of_field,0.20479637502300832,3470.14992315687,3727512
p18,old_weak,fixed_dt,c,day,pre,0.27350082483700733,3692.132138859017,1571964
p18,old_weak,fixed_dt,c,day,d55,0.1806336438132186,1020.4864281464668,1571964
p18,old_weak,fixed_dt,c,day,d120,0.19908234059579752,5561.898545121981,1571964
p18,old_weak,fixed_dt,d,region,core,0.17383201247364954,2498.147732094673,204476
p18,old_weak,fixed_dt,d,region,rim,0.22471474907449265,5157.586564328701,189390
p18,old_weak,fixed_dt,d,region,out_of_field,0.20469513148260926,3470.1499232099354,4970016
p18,old_weak,fixed_dt,d,day,pre,0.2751548688685597,3692.132138859017,1571964
p18,old_weak,fixed_dt,d,day,d34,0.18779250628907945,2224.4265461849045,1571964
p18,old_weak,fixed_dt,d,day,d55,0.19646235111431137,1020.4864281464668,1571964
p18,old_weak,fixed_dt,d,day,d120,0.19840058240545713,5561.898545121981,1571964
p18,old_weak,fixed_dt,e,region,core,0.175547351525753,2952.016240023731,220892
p18,old_weak,fixed_dt,e,region,rim,0.22079045118634397,5780.950405877604,254686
p18,old_weak,fixed_dt,e,region,out_of_field,0.21519695878585438,3471.7208006280566,3727512
p18,old_weak,fixed_dt,e,day,pre,0.27561720942707557,3692.132138859017,1571964
p18,old_weak,fixed_dt,e,day,d80,0.1935607617447064,4035.9241500339976,1571964
p18,old_weak,fixed_dt,e,day,d120,0.20132124551059616,5561.898545121981,1571964
p18,old_weak,fixed_dt,f,region,core,0.1751571495657074,2952.016240023731,220892
p18,old_weak,fixed_dt,f,region,rim,0.21938847734321995,5964.490331785927,296354
p18,old_weak,fixed_dt,f,region,out_of_field,0.21643984955672943,3471.7208019494756,6212520
p18,old_weak,fixed_dt,f,day,pre,0.2771607946592606,3692.132138859017,1571964
p18,old_weak,fixed_dt,f,day,d34,0.19433955851897997,2224.4265461849045,1571964
p18,old_weak,fixed_dt,f,day,d55,0.18148105793369018,1020.4864281464668,1571964
p18,old_weak,fixed_dt,f,day,d80,0.19276367858019314,4035.9241500339976,1571964
p18,old_weak,fixed_dt,f,day,d120,0.20111988554844729,5561.898545121981,1571964
p19,old_weak,scaled_dt,a,region,core,3.123861509872744e-15,555.1112811532095,17496
p19,old_weak,scaled_dt,a,region,rim,2.5870152251422624e-15,1016.8360198003674,17216
p19,old_weak,scaled_dt,a,region,out_of_field,1.0981461410876634e-14,0.0004698910219086446,622378
p19,old_weak,scaled_dt,a,day,pre,2.448359048295873e-15,1405.8422626068766,798444
p19,old_weak,scaled_dt,b,region,core,0.09294174656823183,555.1112811532095,17496
p19,old_weak,scaled_dt,b,region,rim,0.10024029309596844,1351.6681801935513,55400
p19,old_weak,scaled_dt,b,region,out_of_field,0.1596996729943431,0.04643979859968762,1244756
p19,old_weak,scaled_dt,b,day,pre,0.10423243217638882,1405.8422626068766,798444
p19,old_weak,scaled_dt,b,day,d120,0.09808208258841851,1273.6985843666098,798444
p19,old_weak,scaled_dt,c,region,core,0.09303040775809461,555.1112811532095,17496
p19,old_weak,scaled_dt,c,region,rim,0.10039336558221534,1351.6681801935513,55400
p19,old_weak,scaled_dt,c,region,out_of_field,0.16901596916681588,0.046497467421800685,1867134
p19,old_weak,scaled_dt,c,day,pre,0.10392644796023327,1405.8422626068766,798444
p19,old_weak,scaled_dt,c,day,d55,0.08966085999307531,160.66719215088668,798444
p19,old_weak,scaled_dt,c,day,d120,0.09851541101829826,1273.6985843666098,798444
p19,old_weak,scaled_dt,d,region,core,0.09549880784160782,555.1112811532095,17496
p19,old_weak,scaled_dt,d,region,rim,0.0952793743572178,1493.508242173784,65448
p19,old_weak,scaled_dt,d,region,out_of_field,0.19139013753737277,0.04652353212071545,2489512
p19,old_weak,scaled_dt,d,day,pre,0.10461120092801249,1405.8422626068766,798444
p19,old_weak,scaled_dt,d,day,d34,0.06790249196003775,952.7837936337162,798444
p19,old_weak,scaled_dt,d,day,d55,0.1038838525010845,160.66719215088668,798444
p19,old_weak,scaled_dt,d,day,d120,0.09842948793817066,1273.6985843666098,798444
p19,old_weak,scaled_dt,e,region,core,0.09644067527612009,555.1112811532095,17496
p19,old_weak,scaled_dt,e,region,rim,0.09593571011749517,1499.3132700700414,67362
p19,old_weak,scaled_dt,e,region,out_of_field,0.1820021157770523,0.046807607180787955,1867134
p19,old_weak,scaled_dt,e,day,pre,0.10611295095547775,1405.8422626068766,798444
p19,old_weak,scaled_dt,e,day,d80,0.06909040727266962,956.6827063336118,798444
p19,old_weak,scaled_dt,e,day,d120,0.09650913318558482,1273.6985843666098,798444
p19,old_weak,scaled_dt,f,region,core,0.09892692694532938,555.1112811532095,17496
p19,old_weak,scaled_dt,f,region,rim,0.09197225719846415,1628.3428023304555,77410
p19,old_weak,scaled_dt,f,region,out_of_field,0.20657047043934101,0.046890683904147176,3111890
p19,old_weak,scaled_dt,f,day,pre,0.10659969978008425,1405.8422626068766,798444
p19,old_weak,scaled_dt,f,day,d34,0.06638105241784233,952.7837936337162,798444
p19,old_weak,scaled_dt,f,day,d55,0.08946805676652,160.66719215088668,798444
p19,old_weak,scaled_dt,f,day,d80,0.06663123435645114,956.6827063336118,798444
p19,old_weak,scaled_dt,f,day,d120,0.09746299960200046,1273.6985843666098,798444
p19,old_weak,fixed_dt,a,region,core,0.0005871718437487635,555.3639237321162,17496
p19,old_weak,fixed_dt,a,region,rim,0.0005122954566938854,1017.9154735379535,17216
p19,old_weak,fixed_dt,a,region,out_of_field,0.00016007187503027726,0.0004711925362350701,622378
p19,old_weak,fixed_dt,a,day,pre,0.000491767199332682,1407.4869807521718,798444
p19,old_weak,fixed_dt,b,region,core,0.09303770970853957,555.3639237321162,17496
p19,old_weak,fixed_dt,b,region,rim,0.10048646630015552,1352.920151278597,55400
p19,old_weak,fixed_dt,b,region,out_of_field,0.15708388914080426,0.04655519617875109,1244756
p19,old_weak,fixed_dt,b,day,pre,0.1046774666874344,1407.4869807521718,798444
p19,old_weak,fixed_dt,b,day,d120,0.09824860173377634,1274.017945736928,798444
p19,old_weak,fixed_dt,c,region,core,0.09311215459611881,555.3639237321162,17496
p19,old_weak,fixed_dt,c,region,rim,0.10071902025362535,1352.920151278597,55400
p19,old_weak,fixed_dt,c,region,out_of_field,0.16935062992654534,0.04661317576543401,1867134
p19,old_weak,fixed_dt,c,day,pre,0.10425239377694741,1407.4869807521718,798444
p19,old_weak,fixed_dt,c,day,d55,0.09051109216501878,160.83432173603913,798444
p19,old_weak,fixed_dt,c,day,d120,0.09886640628328891,1274.017945736928,798444
p19,old_weak,fixed_dt,d,region,core,0.0955931562479597,555.3639237321162,17496
p19,old_weak,fixed_dt,d,region,rim,0.09557326011872071,1495.9403750581105,65448
p19,old_weak,fixed_dt,d,region,out_of_field,0.19043086301368903,0.046639272941334534,2489512
p19,old_weak,fixed_dt,d,day,pre,0.10506657249375846,1407.4869807521718,798444
p19,old_weak,fixed_dt,d,day,d34,0.06753866441218602,952.9983248682182,798444
p19,old_weak,fixed_dt,d,day,d55,0.10438033172678142,160.83432173603913,798444
p19,old_weak,fixed_dt,d,day,d120,0.09856956433589455,1274.017945736928,798444
p19,old_weak,fixed_dt,e,region,core,0.09650114584283845,555.3639237321162,17496
