patient,cell,t_r_column,observation_set,split,name,resid7_frac,norm_T_r,n_rows
p04,young_weak,scaled_dt,f,region,rim,0.06747859559843504,217.09077610543548,11138
p04,young_weak,scaled_dt,f,region,out_of_field,0.45809787888933223,0.029283903702386482,2008120
p04,young_weak,scaled_dt,f,day,pre,0.07935952401314242,273.005260361761,478198
p04,young_weak,scaled_dt,f,day,d34,0.04592243310728698,32.126312946618555,478198
p04,young_weak,scaled_dt,f,day,d55,0.056501577301791776,0.09972514858233415,478198
p04,young_weak,scaled_dt,f,day,d80,0.07879561275183097,7.670080819593278,478198
p04,young_weak,scaled_dt,f,day,d120,0.05796184247474376,167.00484174829944,478198
p04,young_weak,fixed_dt,a,region,core,0.0010483590627631025,94.25152871188232,1858
p04,young_weak,fixed_dt,a,region,rim,0.0017168108757289926,189.89400587203878,6182
p04,young_weak,fixed_dt,a,region,out_of_field,0.0031170122655460276,0.0002474878479534787,401624
p04,young_weak,fixed_dt,a,day,pre,0.001383926944685913,273.62277304193447,478198
p04,young_weak,fixed_dt,b,region,core,0.10408808238389251,94.25152871188232,1858
p04,young_weak,fixed_dt,b,region,rim,0.06602763442204315,217.21078138056728,11138
p04,young_weak,fixed_dt,b,region,out_of_field,0.7700341929948636,0.02937156926082978,803248
p04,young_weak,fixed_dt,b,day,pre,0.07200482287592945,273.62277304193447,478198
p04,young_weak,fixed_dt,b,day,d120,0.06865683909263837,167.27923744274548,478198
p04,young_weak,fixed_dt,c,region,core,0.10409349728706035,94.25152871188232,1858
p04,young_weak,fixed_dt,c,region,rim,0.0660260917035761,217.21078138056728,11138
p04,young_weak,fixed_dt,c,region,out_of_field,0.7693749911359167,0.029396497864086144,1204872
p04,young_weak,fixed_dt,c,day,pre,0.07200866901786467,273.62277304193447,478198
p04,young_weak,fixed_dt,c,day,d55,1.631663630042628,0.09863593758588718,478198
p04,young_weak,fixed_dt,c,day,d120,0.06864604913632502,167.27923744274548,478198
p04,young_weak,fixed_dt,d,region,core,0.11429923485377068,94.25152871188232,1858
p04,young_weak,fixed_dt,d,region,rim,0.067628522312538,217.21078138056728,11138
p04,young_weak,fixed_dt,d,region,out_of_field,0.4652717799139695,0.029408455772557542,1606496
p04,young_weak,fixed_dt,d,day,pre,0.07900809234458908,273.62277304193447,478198
p04,young_weak,fixed_dt,d,day,d34,0.05545934163677064,31.631052252061483,478198
p04,young_weak,fixed_dt,d,day,d55,0.09107963432843375,0.09863593758588718,478198
p04,young_weak,fixed_dt,d,day,d120,0.05826294840478304,167.27923744274548,478198
p04,young_weak,fixed_dt,e,region,core,0.11157540629379294,94.25152871188232,1858
p04,young_weak,fixed_dt,e,region,rim,0.06641341513778883,217.21078138056728,11138
p04,young_weak,fixed_dt,e,region,out_of_field,0.5324090351464896,0.029527632862298533,1204872
p04,young_weak,fixed_dt,e,day,pre,0.07719103962685135,273.62277304193447,478198
p04,young_weak,fixed_dt,e,day,d80,0.3910037489226839,7.475210477372618,478198
p04,young_weak,fixed_dt,e,day,d120,0.05984751166352014,167.27923744274548,478198
p04,young_weak,fixed_dt,f,region,core,0.1143191075248631,94.25152871188232,1858
p04,young_weak,fixed_dt,f,region,rim,0.06766106571484684,217.21078138056728,11138
p04,young_weak,fixed_dt,f,region,out_of_field,0.46164698420989303,0.02956432465884251,2008120
p04,young_weak,fixed_dt,f,day,pre,0.07905068423966813,273.62277304193447,478198
p04,young_weak,fixed_dt,f,day,d34,0.050629157912661996,31.631052252061483,478198
p04,young_weak,fixed_dt,f,day,d55,0.08188872116518975,0.09863593758588718,478198
p04,young_weak,fixed_dt,f,day,d80,0.08388639092936104,7.475210477372618,478198
p04,young_weak,fixed_dt,f,day,d120,0.05827489137975041,167.27923744274548,478198
p05,young_weak,scaled_dt,a,region,core,2.711790832276662e-15,252.40042458514856,12734
p05,young_weak,scaled_dt,a,region,rim,2.0113673080972615e-15,690.9054451306667,53140
p05,young_weak,scaled_dt,a,region,out_of_field,1.709540524087262e-15,23.65729540294033,694028
p05,young_weak,scaled_dt,a,day,pre,1.8420973440295833e-15,1046.6119616622357,850296
p05,young_weak,scaled_dt,b,region,core,0.06256000802240291,252.40042458514856,12734
p05,young_weak,scaled_dt,b,region,rim,0.024103413670268678,692.725112351898,53150
p05,young_weak,scaled_dt,b,region,out_of_field,0.27127954807549104,143.3034135818185,1388056
p05,young_weak,scaled_dt,b,day,pre,0.02301731137572835,1046.6119616622357,850296
p05,young_weak,scaled_dt,b,day,d120,0.27378431704506156,145.59797882943442,850296
p05,young_weak,scaled_dt,c,region,core,0.06259080697972899,252.40042458514856,12734
p05,young_weak,scaled_dt,c,region,rim,0.024134461330612103,692.725112351898,53150
p05,young_weak,scaled_dt,c,region,out_of_field,0.2598987408935259,150.91474567583813,2082084
p05,young_weak,scaled_dt,c,day,pre,0.02297526966583916,1046.6119616622357,850296
p05,young_weak,scaled_dt,c,day,d55,0.10597979124725124,47.32377679917423,850296
p05,young_weak,scaled_dt,c,day,d120,0.2739785799451176,145.59797882943442,850296
p05,young_weak,scaled_dt,d,region,core,0.06821723630461453,252.40042458514856,12734
p05,young_weak,scaled_dt,d,region,rim,0.025482840944790697,692.725112351898,53150
p05,young_weak,scaled_dt,d,region,out_of_field,0.2305980441881508,166.0623098592132,2776112
p05,young_weak,scaled_dt,d,day,pre,0.025118528272678436,1046.6119616622357,850296
p05,young_weak,scaled_dt,d,day,d34,0.08233044669961617,112.28695836091497,850296
p05,young_weak,scaled_dt,d,day,d55,0.09834213247694144,47.32377679917423,850296
p05,young_weak,scaled_dt,d,day,d120,0.2734091186319759,145.59797882943442,850296
p05,young_weak,scaled_dt,e,region,core,0.06505044570501145,252.40042458514856,12734
p05,young_weak,scaled_dt,e,region,rim,0.02453299601720542,692.725112351898,53150
p05,young_weak,scaled_dt,e,region,out_of_field,0.23826321206555734,173.1055709208007,2082084
p05,young_weak,scaled_dt,e,day,pre,0.023690825074965845,1046.6119616622357,850296
p05,young_weak,scaled_dt,e,day,d80,0.15253865436221337,97.17175849980083,850296
p05,young_weak,scaled_dt,e,day,d120,0.27126737374569004,145.59797882943442,850296
p05,young_weak,scaled_dt,f,region,core,0.06991117562377486,252.40042458514856,12734
p05,young_weak,scaled_dt,f,region,rim,0.02568406794298923,692.725112351898,53150
p05,young_weak,scaled_dt,f,region,out_of_field,0.2108013424407822,192.3703747862232,3470140
p05,young_weak,scaled_dt,f,day,pre,0.025506870754045022,1046.6119616622357,850296
p05,young_weak,scaled_dt,f,day,d34,0.07988286193361716,112.28695836091497,850296
p05,young_weak,scaled_dt,f,day,d55,0.09679135117327753,47.32377679917423,850296
p05,young_weak,scaled_dt,f,day,d80,0.1428799553387736,97.17175849980083,850296
p05,young_weak,scaled_dt,f,day,d120,0.27225752857143126,145.59797882943442,850296
p05,young_weak,fixed_dt,a,region,core,0.00034973728206594783,252.72927807489964,12734
p05,young_weak,fixed_dt,a,region,rim,0.0011106590486138065,691.67952177086,53140
p05,young_weak,fixed_dt,a,region,out_of_field,0.001175983052305999,23.64052331543159,694028
p05,young_weak,fixed_dt,a,day,pre,0.0008303151507424482,1047.2059409978838,850296
p05,young_weak,fixed_dt,b,region,core,0.06178139609750317,252.72927807489964,12734
p05,young_weak,fixed_dt,b,region,rim,0.023860979497306374,693.4959936350724,53150
p05,young_weak,fixed_dt,b,region,out_of_field,0.2679736747633,143.89184536682225,1388056
p05,young_weak,fixed_dt,b,day,pre,0.022758473749929505,1047.2059409978838,850296
p05,young_weak,fixed_dt,b,day,d120,0.27039683867131953,146.23834601525132,850296
p05,young_weak,fixed_dt,c,region,core,0.061818959708752175,252.72927807489964,12734
p05,young_weak,fixed_dt,c,region,rim,0.02389141696175493,693.4959936350724,53150
p05,young_weak,fixed_dt,c,region,out_of_field,0.25672508777776676,151.52734756525192,2082084
p05,young_weak,fixed_dt,c,day,pre,0.022721283275372206,1047.2059409978838,850296
p05,young_weak,fixed_dt,c,day,d55,0.10481904604086206,47.49552779486346,850296
p05,young_weak,fixed_dt,c,day,d120,0.2705682074952,146.23834601525132,850296
p05,young_weak,fixed_dt,d,region,core,0.06732764167162074,252.72927807489964,12734
p05,young_weak,fixed_dt,d,region,rim,0.025203329193783073,693.4959936350724,53150
p05,young_weak,fixed_dt,d,region,out_of_field,0.22820498354932645,166.6355450787999,2776112
p05,young_weak,fixed_dt,d,day,pre,0.024813333203642957,1047.2059409978838,850296
p05,young_weak,fixed_dt,d,day,d34,0.08388475485944558,111.92035878157515,850296
p05,young_weak,fixed_dt,d,day,d55,0.09735691491453255,47.49552779486346,850296
p05,young_weak,fixed_dt,d,day,d120,0.27000669266539734,146.23834601525132,850296
p05,young_weak,fixed_dt,e,region,core,0.0643919941932708,252.72927807489964,12734
p05,young_weak,fixed_dt,e,region,rim,0.024376917556495875,693.4959936350724,53150
p05,young_weak,fixed_dt,e,region,out_of_field,0.23623370469254182,173.49078509355246,2082084
p05,young_weak,fixed_dt,e,day,pre,0.02347783785874452,1047.2059409978838,850296
p05,young_weak,fixed_dt,e,day,d80,0.1543070036710321,96.98843599097172,850296
p05,young_weak,fixed_dt,e,day,d120,0.26772954707052504,146.23834601525132,850296
p05,young_weak,fixed_dt,f,region,core,0.06913509743427863,252.72927807489964,12734
p05,young_weak,fixed_dt,f,region,rim,0.025489958657441157,693.4959936350724,53150
p05,young_weak,fixed_dt,f,region,out_of_field,0.209270833587118,192.77342719632412,3470140
p05,young_weak,fixed_dt,f,day,pre,0.02524630158915973,1047.2059409978838,850296
p05,young_weak,fixed_dt,f,day,d34,0.08140805286474681,111.92035878157515,850296
p05,young_weak,fixed_dt,f,day,d55,0.09585829417238882,47.49552779486346,850296
p05,young_weak,fixed_dt,f,day,d80,0.1447272302682277,96.98843599097172,850296
p05,young_weak,fixed_dt,f,day,d120,0.26868817574117226,146.23834601525132,850296
p06,young_weak,scaled_dt,a,region,core,5.046618732894157e-15,162.56071427507533,14502
p06,young_weak,scaled_dt,a,region,rim,3.651984241150029e-15,435.6442344437283,60610
p06,young_weak,scaled_dt,a,region,out_of_field,2.3031738005637926e-15,12.526063974384606,703828
p06,young_weak,scaled_dt,a,day,pre,3.1390665962215745e-15,643.743457096416,867846
p06,young_weak,scaled_dt,b,region,core,0.006503861556836605,162.56071427507533,14502
p06,young_weak,scaled_dt,b,region,rim,0.004065630303929148,435.6442344437283,60610
p06,young_weak,scaled_dt,b,region,out_of_field,0.0786925527050125,22.78974785079875,1407656
p06,young_weak,scaled_dt,b,day,pre,0.003845606209695669,643.743457096416,867846
p06,young_weak,scaled_dt,b,day,d120,0.12872251107331256,121.66518954898207,867846
p06,young_weak,scaled_dt,c,region,core,0.007298282382916263,162.56071427507533,14502
p06,young_weak,scaled_dt,c,region,rim,0.004665685078167604,435.6442344437283,60610
p06,young_weak,scaled_dt,c,region,out_of_field,0.09891058213822675,24.78481649565497,2111484
p06,young_weak,scaled_dt,c,day,pre,0.004367026296210807,643.743457096416,867846
p06,young_weak,scaled_dt,c,day,d55,0.0953969098650114,46.996380149204285,867846
p06,young_weak,scaled_dt,c,day,d120,0.12849306662286944,121.66518954898207,867846
p06,young_weak,scaled_dt,d,region,core,0.025323801586732798,162.56071427507533,14502
p06,young_weak,scaled_dt,d,region,rim,0.02819276509850473,488.32710733481787,80218
p06,young_weak,scaled_dt,d,region,out_of_field,0.08072903278774336,29.28731307745888,2815312
p06,young_weak,scaled_dt,d,day,pre,0.015039403638579278,643.743457096416,867846
p06,young_weak,scaled_dt,d,day,d34,0.04965142423734625,367.8887527003328,867846
p06,young_weak,scaled_dt,d,day,d55,0.10998658700849483,46.996380149204285,867846
p06,young_weak,scaled_dt,d,day,d120,0.12054815076210337,121.66518954898207,867846
p06,young_weak,scaled_dt,e,region,core,0.011492821985143063,162.56071427507533,14502
p06,young_weak,scaled_dt,e,region,rim,0.007360153238787802,435.6442344437283,60610
p06,young_weak,scaled_dt,e,region,out_of_field,0.16086059616373252,29.559965604248347,2111484
p06,young_weak,scaled_dt,e,day,pre,0.006839243801645098,643.743457096416,867846
p06,young_weak,scaled_dt,e,day,d80,0.09568385209225945,99.41615268489885,867846
p06,young_weak,scaled_dt,e,day,d120,0.13502008887236677,121.66518954898207,867846
p06,young_weak,scaled_dt,f,region,core,0.04681860493198791,162.56071427507533,14502
p06,young_weak,scaled_dt,f,region,rim,0.03777975571968367,488.32710733481787,80218
p06,young_weak,scaled_dt,f,region,out_of_field,0.0842211616358944,34.81616961583299,3519140
p06,young_weak,scaled_dt,f,day,pre,0.023550316199700258,643.743457096416,867846
p06,young_weak,scaled_dt,f,day,d34,0.051177581212996384,367.8887527003328,867846
p06,young_weak,scaled_dt,f,day,d55,0.14187386546037645,46.996380149204285,867846
p06,young_weak,scaled_dt,f,day,d80,0.18346065887736276,99.41615268489885,867846
p06,young_weak,scaled_dt,f,day,d120,0.11708879735485804,121.66518954898207,867846
p06,young_weak,fixed_dt,a,region,core,0.0002645071734720146,162.6803806530209,14502
p06,young_weak,fixed_dt,a,region,rim,0.00044021245697619375,435.9441993959318,60610
p06,young_weak,fixed_dt,a,region,out_of_field,0.0002713543294948873,12.526288102033055,703828
p06,young_weak,fixed_dt,a,day,pre,0.00034510177186022493,644.0564947122907,867846
p06,young_weak,fixed_dt,b,region,core,0.006423695673017058,162.6803806530209,14502
p06,young_weak,fixed_dt,b,region,rim,0.004210226452275316,435.9441993959318,60610
p06,young_weak,fixed_dt,b,region,out_of_field,0.0788977014763575,22.782022692742956,1407656
p06,young_weak,fixed_dt,b,day,pre,0.0038679377315901644,644.0564947122907,867846
p06,young_weak,fixed_dt,b,day,d120,0.12928780407611082,121.53849962537905,867846
p06,young_weak,fixed_dt,c,region,core,0.00724133189146396,162.6803806530209,14502
p06,young_weak,fixed_dt,c,region,rim,0.004798451283296483,435.9441993959318,60610
p06,young_weak,fixed_dt,c,region,out_of_field,0.09958853535213773,24.78357452759997,2111484
p06,young_weak,fixed_dt,c,day,pre,0.004387691961039701,644.0564947122907,867846
p06,young_weak,fixed_dt,c,day,d55,0.09576796931504533,46.98278815469479,867846
p06,young_weak,fixed_dt,c,day,d120,0.12905857013441982,121.53849962537905,867846
p06,young_weak,fixed_dt,d,region,core,0.025625156817831916,162.6803806530209,14502
p06,young_weak,fixed_dt,d,region,rim,0.02875197470168754,488.74869551782865,80218
p06,young_weak,fixed_dt,d,region,out_of_field,0.08136969288130376,29.292614038602483,2815312
p06,young_weak,fixed_dt,d,day,pre,0.015240310774896399,644.0564947122907,867846
p06,young_weak,fixed_dt,d,day,d34,0.05093081179269967,367.8043682455333,867846
p06,young_weak,fixed_dt,d,day,d55,0.11025624940275486,46.98278815469479,867846
p06,young_weak,fixed_dt,d,day,d120,0.1209433495258404,121.53849962537905,867846
p06,young_weak,fixed_dt,e,region,core,0.011524930851654094,162.6803806530209,14502
p06,young_weak,fixed_dt,e,region,rim,0.007514619777008837,435.9441993959318,60610
p06,young_weak,fixed_dt,e,region,out_of_field,0.1628787597423221,29.542217116402593,2111484
p06,young_weak,fixed_dt,e,day,pre,0.006873929920692109,644.0564947122907,867846
p06,young_weak,fixed_dt,e,day,d80,0.09673925088776124,99.07000837243008,867846
p06,young_weak,fixed_dt,e,day,d120,0.13570049766628833,121.53849962537905,867846
p06,young_weak,fixed_dt,f,region,core,0.047367242673304825,162.6803806530209,14502
p06,young_weak,fixed_dt,f,region,rim,0.038486874961505935,488.74869551782865,80218
p06,young_weak,fixed_dt,f,region,out_of_field,0.08522835765635366,34.81062009494439,3519140
p06,young_weak,fixed_dt,f,day,pre,0.023860528307557794,644.0564947122907,867846
p06,young_weak,fixed_dt,f,day,d34,0.05235570959471359,367.8043682455333,867846
p06,young_weak,fixed_dt,f,day,d55,0.14246228502545033,46.98278815469479,867846
p06,young_weak,fixed_dt,f,day,d80,0.18575440139497984,99.07000837243008,867846
p06,young_weak,fixed_dt,f,day,d120,0.11748101094239473,121.53849962537905,867846
p07,young_weak,scaled_dt,a,region,core,2.0880406164023626e-15,311.0186034402212,13276
p07,young_weak,scaled_dt,a,region,rim,1.677049424633726e-15,571.7225530968478,21744
p07,young_weak,scaled_dt,a,region,out_of_field,5.69109325316782e-15,0.002024732593169638,528396
p07,young_weak,scaled_dt,a,day,pre,1.6694111054816606e-15,798.3524797974379,684286
p07,young_weak,scaled_dt,b,region,core,0.001131707339191403,311.0186034402212,13276
p07,young_weak,scaled_dt,b,region,rim,0.00104159786092106,571.7225530968478,21744
p07,young_weak,scaled_dt,b,region,out_of_field,1.309496271322194,0.029631274406555753,1056792
p07,young_weak,scaled_dt,b,day,pre,0.0010534277859286106,798.3524797974379,684286
p07,young_weak,scaled_dt,b,day,d120,0.1410470399728444,50.76385578475891,684286
p07,young_weak,scaled_dt,c,region,core,0.001133730710669449,311.0186034402212,13276
p07,young_weak,scaled_dt,c,region,rim,0.0010241712237127423,571.7225530968478,21744
p07,young_weak,scaled_dt,c,region,out_of_field,1.2759659601013886,0.03000361346238483,1585188
p07,young_weak,scaled_dt,c,day,pre,0.0010448546406739243,798.3524797974379,684286
p07,young_weak,scaled_dt,c,day,d55,3.0529462734980615,0.19834560760877779,684286
p07,young_weak,scaled_dt,c,day,d120,0.14106968766086922,50.76385578475891,684286
p07,young_weak,scaled_dt,d,region,core,0.003663435611715565,311.0186034402212,13276
p07,young_weak,scaled_dt,d,region,rim,0.0018221082222659106,571.7225530968478,21744
p07,young_weak,scaled_dt,d,region,out_of_field,0.34185871709677135,0.030310481046051146,2113584
p07,young_weak,scaled_dt,d,day,pre,0.002520388447061031,798.3524797974379,684286
p07,young_weak,scaled_dt,d,day,d34,0.047098695022701455,71.19751076037883,684286
p07,young_weak,scaled_dt,d,day,d55,0.08301805062672753,0.19834560760877779,684286
p07,young_weak,scaled_dt,d,day,d120,0.17229525086123207,50.76385578475891,684286
p07,young_weak,scaled_dt,e,region,core,0.0020326865441983714,311.0186034402212,13276
p07,young_weak,scaled_dt,e,region,rim,0.0009913868784533944,571.7225530968478,21744
p07,young_weak,scaled_dt,e,region,out_of_field,0.38870656895960937,0.030919844311011576,1585188
