patient,cell,run,column,sign,variant,step,frame,n_steps,dt,dice_core,dice_edema,assd_core_mm,assd_edema_mm,rel_l2_log,rel_l2,max_abs_diff,mass,mass_out_of_field,ref_mass,ref_mass_out_of_field,qoi_mass,qoi_log10_mass,qoi_V_core,qoi_V_edema,qoi_log10_V_core,qoi_log10_V_edema,qoi_r95_core,qoi_r95_edema,qoi_centroid_drift,qoi_centroid_x_mm,qoi_centroid_y_mm,qoi_centroid_z_mm,qoi_R_g,qoi_anisotropy,qoi_log10_anisotropy,qoi_wm_fraction,qoi_n_core,qoi_n_edema,qoi_voxel_volume
p17,old_weak,log_sigma_plus,log_sigma,plus,,0.05,d120,3450,0.08331035773305527,0.0,0.7933329345764016,,2.6164717927517147,0.049519471601608134,0.26275766036653336,0.13165885894815116,337313.4035620375,239573.91453154682,264341.94890387834,179868.64097241848,499438.85944893793,5.698482330141241,7712.0,699602.0,3.887223331362523,5.844851663128898,73.04039946227188,87.02873088813831,32.68665085801093,100.13128767879319,104.56581665393772,82.904188735041,69.55390931873197,2.051795090229625,0.31213398625160926,0.25922614048032816,7712.0,699602.0,1.0
p17,old_weak,log_sigma_minus,log_sigma,minus,,0.05,pre,3450,0.08331035773305527,0.9526302051405768,0.9508658234514307,1.1877481655387294,1.2862907757109758,0.14404694252284903,0.08799483483308009,0.10780708307457498,553110.8612118686,21464.495718322676,609841.7595773041,34897.62425613414,658354.1867893458,5.818459601795889,542000.0,808381.0,5.73400008781898,5.9076166346457075,52.16320542297991,61.00819617067857,8.817335374629243,123.18406587167122,103.14594052637733,89.94160551038985,46.52343505239715,1.590973476697701,0.20166293953354167,0.34261792066373453,542000.0,808381.0,1.0
p17,old_weak,log_sigma_minus,log_sigma,minus,,0.05,d34,3450,0.08331035773305527,,0.0,,,0.06509973229618428,0.2666512766266451,0.09889817140973112,81376.55812626601,38322.67637401709,112345.18363111332,59465.76745247298,109680.0830358644,5.040127770574345,0.0,0.0,0.0,0.0,0.0,0.0,26.844874886470144,105.52015030306339,104.754387406204,85.95191495558278,63.52463194944129,2.0077580891371287,0.30271138432862216,0.29207458264261227,0.0,0.0,1.0
p17,old_weak,log_sigma_minus,log_sigma,minus,,0.05,d55,3450,0.08331035773305527,,0.0,,,0.0626219738993637,0.3072417544441785,0.09748951832312652,64718.79001355157,46284.83659469817,93616.56804771675,70716.69375038682,84321.9230211773,4.92594050237467,0.0,0.0,0.0,0.0,0.0,0.0,33.17286130120606,99.50957171516515,105.50565984047945,83.79254758045889,65.86893063558402,2.1619288494771483,0.3348413969309234,0.3188769219845456,0.0,0.0,1.0
p17,old_weak,log_sigma_minus,log_sigma,minus,,0.05,d80,3450,0.08331035773305527,,0.08325648119684394,,11.355104796000603,0.060463336807195504,0.2860742709163399,0.11951092705627506,111700.48103391186,75589.40894896525,157179.50748472108,112317.26636473695,146543.72208067868,5.165967218038057,0.0,3251.0,0.0,3.5121505369220305,0.0,77.01298591796062,33.04890213266233,99.6042137708424,105.39017396843947,83.9147690947993,66.0594061835834,2.1313606010774273,0.3286569334351378,0.31078552483981037,0.0,3251.0,1.0
p17,old_weak,log_sigma_minus,log_sigma,minus,,0.05,d120,3450,0.08331035773305527,,0.570794238139289,,4.264005101635115,0.055192587933006354,0.24371043245113977,0.1315900567540399,198279.67279448253,128300.4109516228,264341.94890387834,179868.64097241848,263798.2080835537,5.4212718411646,0.0,159045.0,0.0,5.201522751093352,0.0,81.32650244538985,32.933648421467176,99.67000295317372,105.1737395098526,84.1117620764513,66.45496747380038,2.0742983281465888,0.31687121731363477,0.29758812934485646,0.0,159045.0,1.0
p18,old_weak,log_v_plus,log_v,plus,,0.05,pre,3107,0.08330500944062513,0.9212600812564429,0.9356112183223455,1.0419194513804322,0.9849079540973774,0.01812199946021301,0.12090022295991373,0.1260113590073862,43851.01554610409,25.203925715286502,38404.3274547994,11.71289406200732,43851.017953062845,4.641979679486932,35579.0,54328.0,4.551205943747906,4.735031711319773,21.37755832643195,24.596747752497688,2.681196046844849,130.07773370090598,102.82699345234329,91.86112150367775,18.51046274791819,1.210406405971627,0.08293121348734353,0.6242495786978627,35579.0,54328.0,1.0
p18,old_weak,log_v_plus,log_v,plus,,0.05,d34,3107,0.08330500944062513,,0.8107339127723429,,0.7513422009089825,0.024491506710070846,0.2283512654658696,0.07820113666809445,20984.360831207865,431.8976715572275,16288.583030015294,197.21994709497133,20984.36774957763,4.321895888629419,0.0,30513.0,0.0,4.484499141895491,0.0,26.229754097208,4.066338154832898,128.59758744709984,102.62318250450933,92.1946989279647,25.00571734658224,1.279554214498571,0.10705869159777356,0.635994414764187,0.0,30513.0,1.0
p18,old_weak,log_v_plus,log_v,plus,,0.05,d55,3107,0.08330500944062513,,0.008265497808390733,,15.629301494353594,0.028736743777747507,0.2541618804246802,0.06039942860663733,19021.232002792378,1212.4546894986704,14307.676201658785,549.0753808760542,19021.240201151097,4.279238829896715,0.0,7952.0,0.0,3.900530982452756,0.0,23.08679276123039,4.571805836764327,128.12119787354638,102.52239299215442,92.37238155003533,26.200712168558102,1.346245317974693,0.1291242059021079,0.6271186086153615,0.0,7952.0,1.0
p18,old_weak,log_v_plus,log_v,plus,,0.05,d80,3107,0.08330500944062513,0.447351209941138,0.869246648208033,1.3490280807682717,1.0683678868667947,0.03490479839051974,0.25536672218843354,0.13533072531154117,55271.011208652206,5934.5857727604025,41653.54396908519,2757.9465341540276,55271.05108932269,4.7424977236364585,28488.0,80249.0,4.454677205220384,4.90444504107691,25.80697580112788,32.32645975048923,5.002720090989426,127.72347674126428,102.51111498606326,92.54942122244044,27.54399641257591,1.3962827071099564,0.1449733593383516,0.6119370817399371,28488.0,80249.0,1.0
p18,old_weak,log_v_plus,log_v,plus,,0.05,d120,3107,0.08330500944062513,0.844152563778732,0.8833217478681596,1.4043507647355749,1.3989042777103948,0.043499350207158255,0.2357568343094018,0.1948465244466298,115885.10094002709,30315.202597030846,90958.64206403839,16665.574311289864,115885.41685229469,5.064028787309064,98384.0,162250.0,4.992928889957716,5.210187382163585,34.292856398964496,39.96248240537617,6.111464733965536,126.60879827565319,102.36666386334923,92.80781596617668,30.57742007724118,1.550312226707505,0.190419172157887,0.5793183052172208,98384.0,162250.0,1.0
p18,old_weak,log_v_minus,log_v,minus,,0.05,pre,3107,0.08330500944062513,0.9210063741765949,0.9357861544118466,1.0102248248470285,0.9606006423997419,0.016910063888932857,0.10986003959175393,0.11911649037985933,33659.04052537304,5.4913026062269905,38404.3274547994,11.71289406200732,33659.041571068796,4.527101745438908,25936.0,41992.0,4.413919742033654,4.6231769019517115,19.261360284258224,22.561028345356956,2.433097795303803,130.38456422489938,102.90059174521372,91.81671410434268,17.181168058756434,1.2236797561650175,0.08766777538484223,0.6133521040489335,25936.0,41992.0,1.0
p18,old_weak,log_v_minus,log_v,minus,,0.05,d34,3107,0.08330500944062513,,0.6949211029896163,,0.7373451903739909,0.02287084346778858,0.20363440845106776,0.0734339547346757,12414.506398686097,89.51111389301533,16288.583030015294,197.21994709497133,12414.508834479324,4.093929541877295,0.0,11076.0,0.0,4.044422155711843,0.0,23.280893453645632,3.8505676206639756,128.75178621016752,102.53886355916316,92.015770661504,23.96220729518093,1.258783212259595,0.0999509423190042,0.6503659741108452,0.0,11076.0,1.0
p18,old_weak,log_v_minus,log_v,minus,,0.05,d55,3107,0.08330500944062513,,0.0,,,0.026844333579000196,0.21661002954027106,0.055754538560022854,10645.070997487426,245.1486420475322,14307.676201658785,549.0753808760542,10645.073541933072,4.027148666126187,0.0,0.0,0.0,0.0,0.0,0.0,4.069274669385619,128.5645874075097,102.5312887612639,92.13008131979625,24.757289235497204,1.2843759716441205,0.10869217210469485,0.6393940822908303,0.0,0.0,1.0
p18,old_weak,log_v_minus,log_v,minus,,0.05,d80,3107,0.08330500944062513,0.005103900838497995,0.8614615150368655,23.58349384849717,0.9544241141383782,0.032724732173791314,0.21464192222430606,0.12538800748052076,31097.523936385616,1239.8479665806167,41653.54396908519,2757.9465341540276,31097.53458994694,4.4927259595598406,21.0,46677.0,1.3424226808222062,4.669112239670427,22.58317958127243,28.24889378365107,4.290946097946837,128.39105545505834,102.58253579778186,92.2833005336327,25.724396911201463,1.305082591894734,0.11563799678473748,0.625762756843379,21.0,46677.0,1.0
p18,old_weak,log_v_minus,log_v,minus,,0.05,d120,3107,0.08330500944062513,0.8341040743805676,0.8803775576521288,1.2277036587451449,1.276719172188491,0.04114889488012171,0.199913690474174,0.17852273600825513,70808.10060254065,8454.253772182461,90958.64206403839,16665.574311289864,70808.16754097,4.85008335533653,51405.0,100919.0,4.711013811890522,5.003977241845537,28.74021572639983,34.26368339802363,4.9982372239191095,127.74307822709763,102.57234001735037,92.5842018700559,28.063144226873607,1.389463465980583,0.14284713209098918,0.60061064301879,51405.0,100919.0,1.0
p18,old_weak,log_lambda_plus,log_lambda,plus,,0.05,pre,3107,0.08330500944062513,0.9436631959533452,0.9649305329778702,0.7835336598519168,0.5846552012100841,0.0031018135815017267,0.06812957285282036,0.08376294716537519,35601.983330015435,11.236057296958782,38404.3274547994,11.71289406200732,35601.984375711196,4.551474205259488,27144.0,44519.0,4.433689845991698,4.64855515566267,19.621416870348583,23.043437243605826,2.5630270810819202,130.29770775837397,102.90240075992375,91.91357867118018,17.56972668796383,1.2221329605855171,0.0871184570582435,0.6156784713599606,27144.0,44519.0,1.0
p18,old_weak,log_lambda_plus,log_lambda,plus,,0.05,d34,3107,0.08330500944062513,,0.8171168609610463,,0.5491617030734047,0.004069747091492785,0.12105181688360263,0.049178109465424225,14153.777559046768,169.04338301989551,16288.583030015294,197.21994709497133,14153.779994839999,4.150872440684983,0.0,14369.0,0.0,4.157456768134225,0.0,23.853720883753127,4.03523145077701,128.66348289432477,102.6016665031125,92.23429561386445,24.337016011428407,1.2643959500462543,0.10188309609242298,0.6450270810903098,0.0,14369.0,1.0
p18,old_weak,log_lambda_plus,log_lambda,plus,,0.05,d55,3107,0.08330500944062513,,0.0,,,0.005185076419442914,0.13911869146845357,0.03893520813933535,12148.302790000322,445.5526398048002,14307.676201658785,549.0753808760542,12148.305334445968,4.084515698903007,0.0,0.0,0.0,0.0,0.0,0.0,4.342556371071577,128.3819132951307,102.56431585476531,92.36165699405595,25.264680567786083,1.302073192671872,0.11463539765773093,0.6345973488171206,0.0,0.0,1.0
p18,old_weak,log_lambda_plus,log_lambda,plus,,0.05,d80,3107,0.08330500944062513,0.02193035305458489,0.9183170703909244,11.469971024372507,0.6219615411104797,0.006605123256048874,0.13809265492186573,0.08585561539699943,35280.91320810446,2129.625587057605,41653.54396908519,2757.9465341540276,35280.92386166578,4.547539948987282,91.0,52373.0,1.9637878273455553,4.7191157438764435,23.06508444151268,29.0,4.606697878382606,128.15464525407904,102.59460378997836,92.50410984855259,26.313205871708284,1.3294288969897736,0.12366511453651789,0.6206573620600736,91.0,52373.0,1.0
p18,old_weak,log_lambda_plus,log_lambda,plus,,0.05,d120,3107,0.08330500944062513,0.8909520281533617,0.9408070379585959,0.8604073668207594,0.6922011252894377,0.008349446143318865,0.11061823316878859,0.10304059260604054,79882.34764065577,12841.171450189382,90958.64206403839,16665.574311289864,79882.41457908513,4.902451183671427,57723.0,113999.0,4.761356418016348,5.056904851336473,29.546573405388315,35.70714214271425,5.420233257693541,127.36868469781992,102.53473418368652,92.77729632192352,28.82527215443689,1.4332583587685375,0.15632448326127124,0.5941783121843089,57723.0,113999.0,1.0
p18,old_weak,log_lambda_minus,log_lambda,minus,,0.05,pre,3107,0.08330500944062513,0.9482422332142244,0.9666123531257275,0.7571875376575802,0.5668186842245128,0.0031656457882583582,0.07088073201904127,0.08675499850195528,41352.49772582285,12.3927927227306,38404.3274547994,11.71289406200732,41352.5001327816,4.616501771713169,33702.0,51054.0,4.527668560380458,4.708038280528237,20.904544960366874,24.08318915758459,2.547250861304004,130.16748322691868,102.81751332764678,91.7598488120299,18.099140695340612,1.2115329571975944,0.08333523269917356,0.6231667235119505,33702.0,51054.0,1.0
p18,old_weak,log_lambda_minus,log_lambda,minus,,0.05,d34,3107,0.08330500944062513,,0.8756103721165179,,0.5146072347637604,0.004196353401590186,0.1285045859588098,0.052892412839920244,18627.46767069668,233.90461218460442,16288.583030015294,197.21994709497133,18627.474589066445,4.270153979621052,0.0,26711.0,0.0,4.426706406046314,0.0,25.632011235952593,3.8553713271797267,128.72430126007993,102.57465429443839,91.98815665038897,24.567812580928077,1.2696065529140723,0.10366915530876217,0.6412653535070423,0.0,26711.0,1.0
p18,old_weak,log_lambda_minus,log_lambda,minus,,0.05,d55,3107,0.08330500944062513,,0.014486391571553995,,13.765041789659943,0.005374332454783528,0.15172839989837975,0.04242739079308283,16746.371026994948,687.7325970093915,14307.676201658785,549.0753808760542,16746.379225353663,4.223920921675433,0.0,4523.0,0.0,3.6555225962534177,0.0,22.891046284519195,4.213972340056728,128.40177304863553,102.52122138682417,92.14034967442308,25.57730407228946,1.3160671733518998,0.11927805665752542,0.6314160393722709,0.0,4523.0,1.0
p18,old_weak,log_lambda_minus,log_lambda,minus,,0.05,d80,3107,0.08330500944062513,0.4971833545338906,0.9277598562265484,1.1520209613184225,0.6153445630025989,0.0068189687539847044,0.1479737333491362,0.0930263398819815,48734.784265460825,3613.199608323759,41653.54396908519,2757.9465341540276,48734.8241461313,4.687839403303043,24810.0,71297.0,4.394644268735318,4.853077347507599,25.317977802344327,31.12876483254676,4.583412755195198,128.07955894930078,102.53343112127934,92.3281168213575,26.826882992405164,1.356455175577106,0.13240544695779924,0.6168149522701717,24810.0,71297.0,1.0
p18,old_weak,log_lambda_minus,log_lambda,minus,,0.05,d120,3107,0.08330500944062513,0.9077735524869557,0.9461791668663307,0.8275495039719257,0.6725111162064273,0.008524317763204427,0.11511456083189028,0.10971463323716035,102631.39436696544,21436.812919872176,90958.64206403839,16665.574311289864,102631.71027923307,5.011281566151578,86453.0,142945.0,4.936785091742268,5.155172007177514,32.802438933713454,38.3275357934736,5.618600761518263,127.06890139098877,102.40725610234291,92.62708882555033,29.720047835837544,1.4939186859742186,0.17432695946481638,0.5872599891997444,86453.0,142945.0,1.0
p18,old_weak,log_T_r_scaled_dt_plus,log_T_r,plus,scaled_dt,0.05,pre,3037,0.08757614860826102,0.9212600812564429,0.9356112183223455,1.0419194513804322,0.9849079540973774,0.018121999460213038,0.12090022295991393,0.12601135900738641,43851.01554610411,25.203925715286527,38404.3274547994,11.71289406200732,43851.01795306286,4.641979679486932,35579.0,54328.0,4.551205943747906,4.735031711319773,21.37755832643195,24.596747752497688,2.6811960468448692,130.07773370090595,102.82699345234329,91.86112150367775,18.51046274791819,1.2104064059716273,0.08293121348734361,0.6242495786978627,35579.0,54328.0,1.0
p18,old_weak,log_T_r_scaled_dt_plus,log_T_r,plus,scaled_dt,0.05,d34,3037,0.08757614860826102,,0.8494538029606943,,0.6014541994006164,0.019661710299076644,0.1749279612069698,0.060956569206874006,19872.88149253324,373.81542502145595,16288.583030015294,197.21994709497133,19872.887718355207,4.298260978786956,0.0,28174.0,0.0,4.449863924718144,0.0,25.88435821108957,4.042011686358499,128.61711695400928,102.61771545903748,92.17894912734288,24.898744398400922,1.277048977541251,0.10620755369881817,0.6373943360988348,0.0,28174.0,1.0
p18,old_weak,log_T_r_scaled_dt_plus,log_T_r,plus,scaled_dt,0.05,d55,3037,0.08757614860826102,,0.09028727770177838,,7.7245222574494665,0.02048911084757346,0.15782648800366178,0.039062681752488754,17238.336283651817,983.8635629371934,14307.676201658785,549.0753808760542,17238.34317256235,4.236495522185237,0.0,698.0,0.0,2.8444771757456815,0.0,23.021728866442675,4.495398452882934,128.19152647452364,102.52828095885195,92.34128550205786,25.99845106987266,1.3368086141780784,0.12606923541761503,0.6287895494639707,0.0,698.0,1.0
p18,old_weak,log_T_r_scaled_dt_plus,log_T_r,plus,scaled_dt,0.05,d80,3037,0.08757614860826102,0.6170500676589986,0.9224534960224894,0.8005830667699131,0.6571254263018004,0.022390258112350053,0.14139529790476404,0.07891879163664395,49115.92722960592,4596.642878953043,41653.54396908519,2757.9465341540276,49115.95835752907,4.691222622480845,18396.0,72062.0,4.264747008353527,4.857712337946495,24.372115213907882,31.28897569432403,4.87106061657656,127.85008380312614,102.52614612677628,92.50617030469162,27.21539725757838,1.3793910400650817,0.13968740067066143,0.6145958982525036,18396.0,72062.0,1.0
p18,old_weak,log_T_r_scaled_dt_plus,log_T_r,plus,scaled_dt,0.05,d120,3037,0.08757614860826102,0.9222623685173181,0.9342738383816325,0.7126599692753622,0.8008214892622072,0.023955541803217385,0.12155796137235009,0.10933360494447125,103385.37989355324,23603.885852199346,90958.64206403839,16665.574311289864,103385.59853165131,5.014460046361068,83966.0,146402.0,4.9241086368499865,5.165549976108279,32.66496594212215,38.742741255621034,5.877266349639211,126.85110628552752,102.40424023961184,92.7705998573539,30.013385720313636,1.5156053892389554,0.18058614088415031,0.5851551137625794,83966.0,146402.0,1.0
p18,old_weak,log_T_r_fixed_dt_plus,log_T_r,plus,fixed_dt,0.04976150955906401,pre,3192,0.08330500944062513,0.9213718236400025,0.935693712404726,1.040845132488399,0.9841550796319755,0.01813066280756072,0.12068993272365319,0.12580908427783472,43841.91533179532,25.208247817290758,38404.3274547994,11.71289406200732,43841.91773704409,4.641889542839455,35571.0,54319.0,4.551108283643626,4.734959761272445,21.37755832643195,24.596747752497688,2.681122057440656,130.07791125280986,102.82706985929207,91.86120538932558,18.50977669614381,1.2104120893455261,0.08293325268022621,0.6242402087888108,35571.0,54319.0,1.0
p18,old_weak,log_T_r_fixed_dt_plus,log_T_r,plus,fixed_dt,0.04976150955906401,d34,3192,0.08330500944062513,,0.8510002863805588,,0.5969562343739011,0.019577445284503624,0.172617870580358,0.06030097206158949,19827.711696106777,373.0118092117737,16288.583030015294,197.21994709497133,19827.717903343335,4.2972727314005095,0.0,28085.0,0.0,4.448489891511086,0.0,25.865034312755125,4.042096729504496,128.61707729920113,102.6176501185054,92.17903385453546,24.89779928960409,1.2770517307332452,0.10620848999399778,0.6374177173489298,0.0,28085.0,1.0
p18,old_weak,log_T_r_fixed_dt_plus,log_T_r,plus,fixed_dt,0.04976150955906401,d55,3192,0.08330500944062513,,0.08906882591093117,,7.766027394465164,0.020588514955611748,0.15838633690298848,0.039190365994266146,17249.42093162599,986.0225426023924,14307.676201658785,549.0753808760542,17249.427826835203,4.236774693857442,0.0,708.0,0.0,2.8506462351830666,0.0,23.021728866442675,4.496549201863097,128.19052733590757,102.52818670561429,92.34185075560957,26.000667494167384,1.3369317203209263,0.12610922757233192,0.628776270908128,0.0,708.0,1.0
p18,old_weak,log_T_r_fixed_dt_plus,log_T_r,plus,fixed_dt,0.04976150955906401,d80,3192,0.08330500944062513,0.6219359727221064,0.9229848513184964,0.7877636843041542,0.6532964761746896,0.022347998301230913,0.14022074021634692,0.07832514543160307,49053.280673760026,4591.109864747894,41653.54396908519,2757.9465341540276,49053.31173265439,4.690668333197424,18187.0,71985.0,4.25978494553307,4.8572480420709025,24.351591323771842,31.272991542223778,4.871406314975748,127.84979705099407,102.52603585073125,92.50634653487023,27.21476030440564,1.3794221355681469,0.13969719082645238,0.6146148387027791,18187.0,71985.0,1.0
p18,old_weak,log_T_r_fixed_dt_plus,log_T_r,plus,fixed_dt,0.04976150955906401,d120,3192,0.08330500944062513,0.9226354040935822,0.9343248486701538,0.7098510951185913,0.800247077229607,0.023984192359953527,0.12135058346689853,0.10926070901269958,103357.69356967014,23601.515490087462,90958.64206403839,16665.574311289864,103357.91199087363,5.014343727237684,83903.0,146387.0,4.923782665673971,5.16550547735501,32.66496594212215,38.742741255621034,5.877979856797357,126.85047746249907,102.40420446954734,92.7709371192032,30.013781169098387,1.5156753567710266,0.18060618951417992,0.5851602002187996,83903.0,146387.0,1.0
p18,old_weak,log_T_r_scaled_dt_minus,log_T_r,minus,scaled_dt,0.05,pre,3181,0.0792421761882324,0.9210063741765949,0.9357861544118466,1.0102248248470285,0.9606006423997419,0.016910063888932847,0.1098600395917539,0.11911649037985922,33659.04052537304,5.491302606226993,38404.3274547994,11.71289406200732,33659.041571068796,4.527101745438908,25936.0,41992.0,4.413919742033654,4.6231769019517115,19.261360284258224,22.561028345356956,2.433097795303803,130.38456422489938,102.90059174521372,91.81671410434268,17.181168058756434,1.2236797561650175,0.08766777538484223,0.6133521040489335,25936.0,41992.0,1.0
p18,old_weak,log_T_r_scaled_dt_minus,log_T_r,minus,scaled_dt,0.05,d34,3181,0.0792421761882324,,0.7924298278714696,,0.5942283987221502,0.018248906154439734,0.1579281373607822,0.05714992407076819,13247.77752221401,104.70956118659248,16288.583030015294,197.21994709497133,13247.78022770916,4.12214311482993,0.0,13650.0,0.0,4.1351644666569545,0.0,23.68543856465402,3.864223237365614,128.7429772495028,102.54728234511956,92.02954939725534,24.0486284157819,1.2599756684068955,0.10036215846783923,0.6489315569701679,0.0,13650.0,1.0
p18,old_weak,log_T_r_scaled_dt_minus,log_T_r,minus,scaled_dt,0.05,d55,3181,0.0792421761882324,,0.0,,,0.019236539925967404,0.1422230122980557,0.037431161227267834,11835.798730180866,306.2421252048702,14307.676201658785,549.0753808760542,11835.801737278993,4.073197681638404,0.0,0.0,0.0,0.0,0.0,0.0,4.108283175294481,128.53291203194422,102.53726937615362,92.15480208834252,24.90697104845438,1.2887505325025468,0.11016885773899866,0.6376049220965788,0.0,0.0,1.0
p18,old_weak,log_T_r_scaled_dt_minus,log_T_r,minus,scaled_dt,0.05,d80,3181,0.0792421761882324,0.2774396642182581,0.9233293191615617,2.752281426862238,0.5988401828196955,0.021066629179353525,0.12447200323806464,0.07406642170597655,35380.498899633996,1648.4679347169047,41653.54396908519,2757.9465341540276,35380.51242460143,4.548764118612292,1322.0,52904.0,3.1215598441875008,4.723496718723171,23.173260452512935,29.017236257093817,4.3679314099968005,128.3241828189355,102.58618496284706,92.32291841631465,25.979458637951584,1.313998467684037,0.11859485877265445,0.6231968495108445,1322.0,52904.0,1.0
p18,old_weak,log_T_r_scaled_dt_minus,log_T_r,minus,scaled_dt,0.05,d120,3181,0.0792421761882324,0.9254180001794634,0.9375144872346767,0.6370715978953393,0.7233661917416702,0.022790288820006242,0.10632619519614812,0.10454699937269979,80331.72477958226,11590.024614629185,90958.64206403839,16665.574311289864,80331.82004606658,4.904887606712056,61879.0,113248.0,4.79155030502733,5.054034375838076,30.01666203960727,35.52463933666322,5.188435454352475,127.5528460340433,102.53999719602871,92.63269471974931,28.569432408554604,1.4157847279050397,0.15099722327582246,0.5959489281091972,61879.0,113248.0,1.0
p18,old_weak,log_T_r_fixed_dt_minus,log_T_r,minus,fixed_dt,0.049841136415407016,pre,3026,0.08330500944062513,0.9210638448973795,0.9357861544118466,1.0098064100642654,0.9607132178657987,0.01694230379523014,0.10984136401249209,0.11912497796164123,33659.653978411516,5.48337363712873,38404.3274547994,11.71289406200732,33659.655024157175,4.527109660603777,25939.0,41992.0,4.413969971748061,4.6231769019517115,19.261360284258224,22.561028345356956,2.4330024965098436,130.38460212476429,102.90057301660285,91.81661914766954,17.18086558053657,1.2236839902883117,0.08766927810905724,0.6133553254248402,25939.0,41992.0,1.0
p18,old_weak,log_T_r_fixed_dt_minus,log_T_r,minus,fixed_dt,0.049841136415407016,d34,3026,0.08330500944062513,,0.7887381354451756,,0.6007712988821446,0.018393607564000405,0.15968620335993092,0.05770300735416836,13216.289552883418,104.34164505892994,16288.583030015294,197.21994709497133,13216.29225180244,4.12110963363413,0.0,13545.0,0.0,4.131811071270342,0.0,23.68543856465402,3.8638739708487546,128.74315322325572,102.54713303080929,92.02913347112232,24.04718121839378,1.2599712814191277,0.1003606463371336,0.6489632590087943,0.0,13545.0,1.0
p18,old_weak,log_T_r_fixed_dt_minus,log_T_r,minus,fixed_dt,0.049841136415407016,d55,3026,0.08330500944062513,,0.0,,,0.019409260414718646,0.14450784276670217,0.037899658371659234,11799.519903399074,305.1793294921932,14307.676201658785,549.0753808760542,11799.522901584667,4.071864447526633,0.0,0.0,0.0,0.0,0.0,0.0,4.107939050051432,128.53309360448674,102.53713029529509,92.15440825289755,24.905615041587772,1.2887520114406645,0.11016935612427874,0.637635378005941,0.0,0.0,1.0
p18,old_weak,log_T_r_fixed_dt_minus,log_T_r,minus,fixed_dt,0.049841136415407016,d80,3026,0.08330500944062513,0.26981450252951095,0.9228781450247062,2.8159568541983555,0.6013412338195845,0.021178147836217076,0.1253119227059592,0.07452347417926408,35339.3667316525,1645.390513862321,41653.54396908519,2757.9465341540276,35339.38023860009,4.548258928834689,1280.0,52856.0,3.1075491297446862,4.723102510282282,23.194827009486403,29.017236257093817,4.367458734806114,128.32448856549286,102.5860368556211,92.32248703120973,25.97797555491641,1.3139779260596782,0.11858806943152508,0.6232177779626397,1280.0,52856.0,1.0
p18,old_weak,log_T_r_fixed_dt_minus,log_T_r,minus,fixed_dt,0.049841136415407016,d120,3026,0.08330500944062513,0.9248552318534812,0.9371845460153944,0.640330336644775,0.7267530051391478,0.022932098965168395,0.10691080905570712,0.10493448033654851,80268.07886470438,11569.952898922153,90958.64206403839,16665.574311289864,80268.17397480749,4.904543383299618,61809.0,113173.0,4.791058743591825,5.053746665779169,30.0,35.510561809129406,5.187449712176255,127.55374847646343,102.54004120579125,92.63228414374973,28.56666278624126,1.4156781538589984,0.15096453026725096,0.5959823592353661,61809.0,113173.0,1.0
p18,old_weak,log_alpha_plus,log_alpha,plus,,0.05,pre,3107,0.08330500944062513,1.0,1.0,0.0,0.0,0.0,0.0,0.0,38404.3274547994,11.71289406200732,38404.3274547994,11.71289406200732,38404.32902492867,4.584380181806894,30385.0,47755.0,4.48267353350333,4.679027943525881,20.248456731316587,23.53720459187964,2.555268353104483,130.22887370782647,102.85933354653758,91.83649692687443,17.829355793340895,1.2168738682593083,0.08524556495329771,0.6197134127741871,30385.0,47755.0,1.0
p18,old_weak,log_alpha_plus,log_alpha,plus,,0.05,d34,3107,0.08330500944062513,,0.9594297148574287,,0.1584944048830112,0.0007852445266806197,0.032507907177623634,0.012509850972335201,15746.066390219328,194.48510212139166,16288.583030015294,197.21994709497133,15746.070278893756,4.197172185481946,0.0,19179.0,0.0,4.282848602834645,0.0,24.535688292770594,3.9427383483533163,128.6904598421922,102.58286761608817,92.10193487095235,24.435360543139,1.267288543437512,0.1028755087710903,0.6434901823558122,0.0,19179.0,1.0
p18,old_weak,log_alpha_plus,log_alpha,plus,,0.05,d55,3107,0.08330500944062513,,0.0,,,0.001516912721016439,0.05890333480403102,0.01576236673287046,13450.879771454773,533.7516293678467,14307.676201658785,549.0753808760542,13450.883916945033,4.128750824683273,0.0,0.0,0.0,0.0,0.0,0.0,4.285130871808424,128.37883505564506,102.53117646826236,92.2427027289388,25.404071302359874,1.311176934819319,0.11766130086689688,0.6336351635959017,0.0,0.0,1.0
p18,old_weak,log_alpha_plus,log_alpha,plus,,0.05,d80,3107,0.08330500944062513,0.48337028824833705,0.9801029981896787,1.6421306394158905,0.17764378478664192,0.0013330750271847835,0.038762849142470066,0.019495891509862584,39933.826902652574,2660.6042622017885,41653.54396908519,2757.9465341540276,39933.845577492466,4.601341134203034,2616.0,59283.0,3.417803722639881,4.772937498603542,23.280893453645632,29.748949561287034,4.593076676286801,128.1134317914682,102.55367331443978,92.40660204529884,26.522345696443438,1.3438797004716767,0.1283603938966215,0.6196355150154561,2616.0,59283.0,1.0
